test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,Report Scenario,00:01:00,global information,2995,2995,0,49.9,229.37,528.12,5099.74,280.58,505.86,2035.71,3330.05,639.61,0,0,0,0
